"Family"	"Species_abbrv"	"SpeciesForPhylogeny"	"Brain_volume_mm3_decasien"	"Hippocampus_volume_mm3_decasien"	"Neocortex_volume_mm3_decasien"	"Cerebellum_volume_mm3_decasien"	"Striatum_volume_mm3_decasien"	"MOB_volume_mm3_decasien"	"Optic.Tract_volume_mm3_decasien"	"Brain_volume_mm3_powell_mosaic"	"Neocortex_volume_mm3_powell_mosaic"	"Cerebellum_volume_mm3_powell_mosaic"	"Brain_volume_mm3_todorov"	"Hippocampus_volume_mm3_todorov"	"Neocortex_volume_mm3_todorov"	"Brain_volume_mm3_navarrete"	"Hippocampus_volume_mm3_navarrete"	"Neocortex_volume_mm3_navarrete"	"Cerebellum_volume_mm3_navarrete"	"Striatum_volume_mm3_navarrete"	"Brain_volume_mm3_grueter"	"Brain_volume_mm3_powell"	"Body_mass_g_pearce"	"Body_mass_g_powell"	"Body_mass_g_grueter"	"Body_mass_g_decasien"	"Dietbreadth_powell2"	"Diet_frug_powell"	"Diet_leaves_powell"	"Diet_youngleaves_powell"	"Diet_matureleaves_powell"	"Diet_frug_decasien"	"Diet_leaves_willems"	"geographicCode"	"Guild_init_decasien"	"DietaryGuild"	"FrugivoryPercent"	"FolivoryPercent"	"Brain"	"Neocortex"	"Cerebellum"	"Hippocampus"	"Striatum"	"MOB"	"Optic.Tract"	"Bodymass"
NA	"Piliocolobus_foai"	"Piliocolobus_foai"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000110000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Piliocolobus_gord"	"Piliocolobus_gordonorum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000010000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Piliocolobus_kirk"	"Piliocolobus_kirkii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57250	NA	NA	NA	5630	NA	4	NA	NA	NA	NA	NA	58.675	"000010000000"	NA	"Leaf"	NA	58.675	57250	NA	NA	NA	NA	NA	NA	5630
NA	"Piliocolobus_penn"	"Piliocolobus_pennantii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.5	"000100000000"	NA	"Leaf"	NA	72.5	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Piliocolobus_preu"	"Piliocolobus_preussi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	"000100000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Piliocolobus_rufo"	"Piliocolobus_rufomitratus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8030.75	NA	NA	NA	3	NA	NA	NA	NA	NA	68.03	"000010000000"	NA	"Leaf"	NA	68.03	NA	NA	NA	NA	NA	NA	NA	8030.75
NA	"Piliocolobus_teph"	"Piliocolobus_tephrosceles"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70950	NA	8676.23	NA	8409	NA	NA	NA	NA	NA	NA	NA	80.625	"000010000000"	NA	"Leaf"	NA	80.625	70950	NA	NA	NA	NA	NA	NA	8409
NA	"Piliocolobus_thol"	"Piliocolobus_tholloni"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000100000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Pithecia_aequ"	"Pithecia_aequ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Pithecia_albi"	"Pithecia_albi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.1	18.2	18.2	0	NA	NA	NA	NA	"Fruit"	41.1	18.2	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Pithecia_hirs"	"Pithecia_hirs"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Pithecia_irro"	"Pithecia_irrorata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32867	834.26	21028	NA	NA	NA	NA	NA	NA	37100	NA	1942.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000010000"	NA	"Other"	NA	NA	32867	21028	NA	834.26	NA	NA	NA	1942.5
NA	"Pithecia_mona"	"Pithecia_mona"	33146.22	834	21028	3908	1918	34.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36140	NA	2292.7	NA	NA	4	55	4	4	NA	NA	NA	NA	NA	"Fruit"	55	4	33146.22	21028	3908	834	1918	34.8	NA	2292.7
NA	"Pithecia_pith"	"Pithecia_pithecia"	28958	NA	NA	NA	NA	NA	NA	32885	20941.1	3741.1	NA	NA	NA	NA	NA	NA	NA	NA	32260	31470	NA	1639	1760	1574	2	29.4	8.75	NA	NA	31.4	8.5	"000000100000"	"Fruit"	"Fruit"	29.4	8.5	31470	20941.1	3741.1	NA	NA	NA	NA	1639
NA	"Pongo_abel"	"Pongo_abelii"	333880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	346060	NA	41148	NA	48223	NA	67.2	16.6	NA	NA	NA	NA	"000000000001"	"Fruit"	"Fruit"	67.2	16.6	346060	NA	NA	NA	NA	NA	NA	41148
NA	"Pongo_pygm"	"Pongo_pygmaeus"	361338.718076923	2604.44444444444	263040	44650	7859.75	NA	NA	399250	306196.3	52844.5	NA	NA	NA	323450.54	1628.69	164492.87	37797.51	7347.14	NA	339560	53408.29	36948	NA	55279	5	68.3	14.7	11.7	4.8	64	NA	"000000000001"	"Fruit"	"Fruit"	64	14.7	323450.54	164492.87	44650	2604.44444444444	7347.14	NA	NA	36948
NA	"Presbytis_chry"	"Presbytis_chry"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Presbytis_coma"	"Presbytis_comata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80300	68000	6550.07	6710	6695	6460	3	10	67	61	6	NA	67	"000000000001"	"Leaf"	"Leaf"	10	67	80300	NA	NA	NA	NA	NA	NA	6695
NA	"Presbytis_ente"	"Presbytis_ente"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Presbytis_femo"	"Presbytis_femo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64850	70230	NA	6804	6848	NA	NA	58	29	26	3	NA	29	NA	NA	"Fruit"	58	29	70230	NA	NA	NA	NA	NA	NA	6848
NA	"Presbytis_fron"	"Presbytis_fron"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73130	NA	5670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	73130	NA	NA	NA	NA	NA	NA	5670
NA	"Presbytis_hose"	"Presbytis_hose"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60020	NA	5630	NA	NA	NA	15.53333333	69.03333333	43.85	3	NA	NA	NA	NA	"Leaf"	15.53333333	69.03333333	60020	NA	NA	NA	NA	NA	NA	5630
NA	"Presbytis_mela"	"Presbytis_melalophos"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61270	6439.12	6567	NA	5326	1	NA	NA	NA	NA	24	NA	"000000000001"	"Leaf"	"Fruit"	24	NA	61270	NA	NA	NA	NA	NA	NA	5326
NA	"Presbytis_natu"	"Presbytis_natu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Presbytis_obsc"	"Presbytis_obsc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Presbytis_pote"	"Presbytis_pote"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56980	6449.53	6403.5	NA	NA	NA	41	38.5	NA	NA	NA	55	NA	NA	"Fruit"	41	55	56980	NA	NA	NA	NA	NA	NA	6449.53
NA	"Presbytis_rubi"	"Presbytis_rubi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68770	6348.53	6221	NA	NA	1	19.2	37.6	36.5	1.1	NA	37.6	NA	NA	"Other"	19.2	37.6	68770	NA	NA	NA	NA	NA	NA	6348.53
NA	"Presbytis_siam"	"Presbytis_siam"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57180	5895.06	6366	NA	NA	NA	52.5	35.5	26	9.5	NA	35.5	NA	NA	"Fruit"	52.5	35.5	57180	NA	NA	NA	NA	NA	NA	6366
NA	"Presbytis_thom"	"Presbytis_thom"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65460	NA	6350	NA	NA	NA	36.1	44.2	30.8	13.4	NA	44.2	NA	NA	"Fruit"	36.1	44.2	65460	NA	NA	NA	NA	NA	NA	6350
NA	"Procolobus_badi"	"Procolobus_badi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61520	NA	7133	NA	NA	NA	24.1	42.4	32.8	9.6	NA	NA	NA	NA	"Fruit"	24.1	42.4	61520	NA	NA	NA	NA	NA	NA	7133
NA	"Procolobus_kirk"	"Procolobus_kirk"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55500	NA	5133	NA	NA	NA	21	69.66666667	52	7.666666667	NA	NA	NA	NA	"Fruit"	21	69.66666667	55500	NA	NA	NA	NA	NA	NA	5133
NA	"Procolobus_penn"	"Procolobus_penn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71650	NA	8300	NA	NA	NA	4	66	56	10	NA	NA	NA	NA	"Leaf"	4	66	71650	NA	NA	NA	NA	NA	NA	8300
NA	"Procolobus_preu"	"Procolobus_preu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	88.91	88.91	NA	NA	NA	NA	NA	"Leaf"	0.87	88.91	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Procolobus_rufo"	"Procolobus_rufo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70570	NA	7500	NA	NA	NA	3.55	75.1925	55.77	12.3825	NA	NA	NA	NA	"Leaf"	3.55	75.1925	70570	NA	NA	NA	NA	NA	NA	7500
NA	"Procolobus_veru"	"Procolobus_verus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52600	51630	NA	4200	4450	4025	1	8	79.5	71	6	9	85	"001000000000"	"Leaf"	"Leaf"	8	79.5	52600	NA	NA	NA	NA	NA	NA	4200
NA	"Prolemur_simu"	"Prolemur_simu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26230	NA	2244	NA	NA	4	0.5	98	NA	NA	NA	NA	NA	NA	"Leaf"	0.5	98	26230	NA	NA	NA	NA	NA	NA	2244
NA	"Propithecus_cand"	"Propithecus_cand"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37200	NA	NA	NA	NA	NA	34	52	NA	NA	NA	NA	NA	NA	"Fruit"	34	52	37200	NA	NA	NA	NA	NA	NA	NA
NA	"Propithecus_coqu"	"Propithecus_coquereli"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28860	NA	3860	NA	NA	NA	35	47.5	26.75	20.75	NA	NA	"010000000000"	NA	"Fruit"	35	47.5	28860	NA	NA	NA	NA	NA	NA	3860
NA	"Propithecus_coro"	"Propithecus_coro"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Propithecus_deck"	"Propithecus_deckenii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28010	NA	2913.833333	NA	NA	NA	NA	NA	NA	NA	NA	NA	"010000000000"	NA	"Other"	NA	NA	28010	NA	NA	NA	NA	NA	NA	2913.833333
NA	"Propithecus_diad"	"Propithecus_diadema"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39800	36860	NA	6505	6130	7500	3	23.96	54	42.68	0.6	20	43.28	"100000000000"	"Leaf"	"Fruit"	23.96	43.28	36860	NA	NA	NA	NA	NA	NA	6130
NA	"Propithecus_edwa"	"Propithecus_edwardsi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37950	NA	5861.666667	NA	NA	NA	46	49	25	24	NA	NA	"100000000000"	NA	"Fruit"	46	49	37950	NA	NA	NA	NA	NA	NA	5861.666667
NA	"Propithecus_perr"	"Propithecus_perr"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Propithecus_tatt"	"Propithecus_tattersalli"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3490	NA	NA	4	8.5	39	23	16	NA	NA	"100000000000"	NA	"Other"	8.5	39	NA	NA	NA	NA	NA	NA	NA	3490
NA	"Propithecus_verr"	"Propithecus_verreauxi"	25305.8475	1043	12680	3957	1411	147	125	25178	13182.6	3953.7	25194	1042.96	13170	NA	NA	NA	NA	NA	26210	26000	3588.26	2783.1	2955	3389	3	37.024	46.9	13.848	33.066	41	58.75	"010000000000"	"Leaf"	"Fruit"	37.024	46.9	25194	12680	3953.7	1043	1411	147	NA	2955
NA	"Pseudopotto_mart"	"Pseudopotto_mart"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Pygathrix_cine"	"Pygathrix_cinerea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000000010"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Pygathrix_nema"	"Pygathrix_nemaeus"	72530.22	2295	48763	8063	3166	10.7	NA	72611	48752.8	8053.8	72530	2295.41	48763	NA	NA	NA	NA	NA	NA	94850	NA	9980	NA	9250	2	25.5	72.5	72.5	0	NA	NA	"000000000010"	"Leaf"	"Fruit"	25.5	72.5	94850	48763	8063	2295.41	3166	10.7	NA	9250
NA	"Pygathrix_nigr"	"Pygathrix_nigr"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83700	NA	8884.2	NA	NA	2	29	54	NA	NA	NA	NA	NA	NA	"Fruit"	29	54	83700	NA	NA	NA	NA	NA	NA	8884.2
NA	"Rhinopithecus_avun"	"Rhinopithecus_avunculus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8500	NA	NA	NA	29	45.1	36	9.1	NA	NA	"000000000010"	NA	"Fruit"	29	45.1	NA	NA	NA	NA	NA	NA	NA	8500
NA	"Rhinopithecus_biet"	"Rhinopithecus_bieti"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125750	114710	NA	9100	12200	NA	5	11.4	87	12.4	4.1	NA	19.8333333	"000000000100"	NA	"Leaf"	11.4	87	125750	NA	NA	NA	NA	NA	NA	12200
NA	"Rhinopithecus_brel"	"Rhinopithecus_brelichi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111500	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	37	"000000000100"	NA	"Other"	NA	37	111500	NA	NA	NA	NA	NA	NA	NA
NA	"Rhinopithecus_roxe"	"Rhinopithecus_roxellana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117760	115540	13456.8	8435	14750	NA	2	14.8	68.4	28.7	3.5	NA	28.105	"000000000100"	NA	"Other"	14.8	28.105	117760	NA	NA	NA	NA	NA	NA	14750
NA	"Saguinus_bico"	"Saguinus_bicolor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9200	NA	429	NA	NA	4	96.1	0	NA	NA	NA	NA	"000000100000"	NA	"Fruit"	96.1	0	9200	NA	NA	NA	NA	NA	NA	429
NA	"Saguinus_fusc"	"Saguinus_fuscicollis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8200.26	210.48	4246.02	827.38	324.77	7940	8160	393.99	401.1	401	407	5	39	0	0	0	60.4	0	NA	"Om"	"Fruit"	60.4	0	8200.26	4246.02	827.38	210.48	324.77	NA	NA	407
NA	"Saguinus_geof"	"Saguinus_geoffroyi"	10135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10140	10090	492.5	514.7	517	496	4	34.8	4	NA	NA	NA	4	"000000100000"	"Om"	"Fruit"	34.8	4	10135	NA	NA	NA	NA	NA	NA	517
NA	"Saguinus_grae"	"Saguinus_grae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	"Other"	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Saguinus_impe"	"Saguinus_imperator"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9370.88	188.04	5012.38	824.25	405.39	NA	10700	407.91	NA	NA	NA	2	69	NA	NA	NA	NA	5	"000000010000"	NA	"Fruit"	69	5	10700	5012.38	824.25	188.04	405.39	NA	NA	407.91
NA	"Saguinus_inus"	"Saguinus_inus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Saguinus_labi"	"Saguinus_labi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10010	NA	520	NA	NA	NA	58	0	NA	NA	NA	0	NA	NA	"Fruit"	58	0	10010	NA	NA	NA	NA	NA	NA	520
NA	"Saguinus_leuc"	"Saguinus_leucopus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9750	NA	519.7	NA	NA	5	NA	0	NA	NA	NA	NA	"000000100000"	NA	"Other"	NA	0	9750	NA	NA	NA	NA	NA	NA	519.7
NA	"Saguinus_mart"	"Saguinus_mart"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Saguinus_mela"	"Saguinus_mela"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Saguinus_mida"	"Saguinus_midas"	9693.69333333333	280	5883	1061	471	17.3	NA	9572	5888.4	1061.7	9569	280.26	5883	10782.87	217.45	5863.16	1045.43	418.35	9780	9810	NA	535	563	551	4	56.1	0	NA	NA	69	0	"000000100000"	"Om"	"Fruit"	56.1	0	9780	5883	1061	280.26	471	17.3	NA	563
NA	"Saguinus_myst"	"Saguinus_mystax"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11090	10420	555.87	580.4	584	541	5	53.1	0.04	0.04	0	NA	0.04	"000000010000"	"Om"	"Fruit"	53.1	0.04	11090	NA	NA	NA	NA	NA	NA	584
NA	"Saguinus_nige"	"Saguinus_niger"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9130	500	375	NA	NA	NA	58.95	0	0	0	NA	NA	"000000010000"	NA	"Fruit"	58.95	0	9130	NA	NA	NA	NA	NA	NA	375
NA	"Saguinus_nigr"	"Saguinus_nigr"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8900	NA	476	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	"Other"	NA	0	8900	NA	NA	NA	NA	NA	NA	476
NA	"Saguinus_oedi"	"Saguinus_oedipus"	9408.7975	262	5894	984	453	19.1	50.5	9528	5888.4	984	9537	262.09	5894	10673.28	213.38	5996.43	874.42	447.39	9760	9700	462.04	427.1	431	389	4	NA	NA	NA	NA	NA	NA	"000000100000"	"Om"	"Fruit"	NA	NA	9700	5894	874.42	262	447.39	19.1	NA	427.1
NA	"Saguinus_pile"	"Saguinus_pile"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Saguinus_trip"	"Saguinus_tripartitus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8500	NA	NA	NA	NA	NA	62	0	NA	NA	NA	NA	NA	NA	"Fruit"	62	0	8500	NA	NA	NA	NA	NA	NA	NA
NA	"Saimiri_boli"	"Saimiri_boliviensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21657.87	205.94	12418.81	1378.18	903.13	NA	21520	799.45	750	NA	707	NA	NA	NA	NA	NA	NA	NA	"000000010000"	"Om"	"Fruit"	NA	NA	21520	12418.81	1378.18	205.94	903.13	NA	NA	707
NA	"Saimiri_oers"	"Saimiri_oerstedii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25070	24240	714.18	680	789	670	2	NA	NA	NA	NA	NA	0	"000001000000"	"Om"	"Fruit"	NA	0	24240	NA	NA	NA	NA	NA	NA	714.18
NA	"Saimiri_sciu"	"Saimiri_sciureus"	22246.3318181818	352	15393.6666666667	2032.5	1042	26.8	117	22229	15595.5	2588.2	22572	351.44	15541	21642.56	196.01	12190.01	1671.98	783.93	24140	23500	NA	820.8	799	811	3	31	0	NA	NA	28	NA	"000000100000"	"Om"	"Fruit"	28	0	22246.3318181818	15393.6666666667	2588.2	352	1042	26.8	NA	820.8
NA	"Saimiri_ustu"	"Saimiri_ustus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000010000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Saimiri_vanz"	"Saimiri_vanz"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Sciurocheirus_alle"	"Sciurocheirus_alle"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5680	NA	269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	5680	NA	NA	NA	NA	NA	NA	269
NA	"Sciurocheirus_gabo"	"Sciurocheirus_gabo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5360	NA	260	NA	NA	NA	73	0	0	0	NA	NA	NA	NA	"Fruit"	73	0	5360	NA	NA	NA	NA	NA	NA	260
NA	"Semnopithecus_ajax"	"Semnopithecus_ajax"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Semnopithecus_duss"	"Semnopithecus_duss"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88300	11352.97	10130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	88300	NA	NA	NA	NA	NA	NA	11352.97
