Species Name	Species name adjusted to 10kTrees	Species name in Perelman tree 	Subfamily	Family	Terrestriality	logECV	logBodyMass	logInsects	logFruit	logLeaves	logCombiGroupSize	logHRS	Diurnality	ECV	N ECV	Sex ECV	Source ECV	Body mass	N Body mass	Sex Body mass	Source Body mass	Original source Body mass	%animal prey	%fruit	% seeds	%fruit and seeds	%nectar	%flowers	%nectar and flowers	% reproductive plant parts (fruits, flowers and nectar)	%gum	%leaves	%young leaves	%mature leaves	%nonreproctive plant parts (gum and leaves, bark etc.)	%other	sum	Calculation	Source diet composition	Sleeping group size	Remarks Sleeping group size	Foraging Group size: mean	Group size: range	Group size combined	Source group size	Day range (m)	male Home range (HR) size: mean (ha)	female Home range size: mean	HR size average	HR range	Source Home range size							
Propithecus_candidus				Indridae	0	1.57054294			1.531478917	1.716003344		1.607455023	1	37.20	1	fem	van Woerden compilation							34	11	45						52				3	100.0		HMW vol. 3				3 to 9			712.0			40.5	34-47	HMW vol. 3							
Propithecus_coquereli	Propithecus_coquereli	Propithecus_coquereli		Indridae	0	1.460322849	3.586587305		1.544068044	1.67669361	0.716003344	0.800201391	1	28.86	8	all individuals	van Woerden compilation	3860.0	33	all individuals	Kappeler 1991, Ravosa 1993 (captive???)		0	35		35		8.55	8.55	43.6		47.5	26.75	20.75	47.5	8.9	100.0	single study	Richard 1974 in ATWP 2012			5.2	3 to 10	5.2	Petter 1962, Richard 1974 in ATWP 2012, range HMW 3	925.0			6.3125	4 to 8.5	Albignac 1981, Harcourt 1990 in ATWP 2012							
Propithecus_coronatus				Indridae	0						0.633468456	0.130333768	1																													4.3	2 to 8	4.3	HMW vol. 3				1.35	1.2-1.5	HMW vol. 3							
Propithecus_deckenii	Propithecus_deckenii	Propithecus_deckenii		Indridae	0	1.447287084	3.464464707				0.602059991		1	28.01	19	all individuals	van Woerden compilation	2913.833333	4	all individuals	"Pastorini, pers comm; Junge 2005 in ATWP 2011"																					4	2 to 10	4	Mittermeier2006 in ATWP 2011													
Propithecus_diadema	Propithecus_diadema	Propithecus_diadema		Indridae	0	1.566564185	3.813247301		1.379486814	1.73239376	0.683947131	1.579783597	1	36.86	23	all individuals	van Woerden compilation	6505.0	11	all individuals	Powzyk & Thalmann 2003	Powzyk 1997	0.0	23.96		23.96		14.5625	14.5625	38.5		54	42.68	0.6	54	7.48	100.0	average	Irwin 2008, Powzyk 1997 for young and mature leaves			4.8	3 to 8, at least 8 	4.8	Gould and Sauther 07 review, HMW 3	1308.0			38	33 to 42, 100 to 200, 20-50	Gould and Sauther 07 review, HMW 3							
Propithecus_edwardsi	Propithecus_edwardsi	Propithecus_edwardsi		Indridae	0	1.579157564	3.768021118	0	1.662757832	1.69019608	0.72427587	1.40654018	1	37.95	10	all individuals	van Woerden compilation	5861.666667	21	all individuals	ATWP 2011: Glander 1992, Lehmann 2005		1	46.0		46		4.0	4	50.0		49.0	25	24.0	49	0.0	100.0	single study, pristine forest	Arrigo-Nelson 2006 PhD thesis in ATWP 2011			5.3	2 to 9	5.3	Gould and Sauther 07 review	670.0			25.5	21.6 to 32, pristine forest, Morriss 2009 in ATWP 2011, 40-250 HMW3	Gould and Sauther 07 review, HMW3							
Propithecus_perrieri				Indridae	0							1.477121255	1																														2 to 6		HMW vol. 3				30		HMW vol. 3							
Propithecus_tattersalli	Propithecus_tattersalli	Propithecus_tattersalli		Indridae	0		3.542825427		0.929418926	1.591064607	0.748188027	1	1					3490.0	18	all individuals	Ravosa 1993 	ATWP 2011	0	8.5	36	44.5		14	14	58.5		39.0	23	16	39	2.5	100.0		Meyers 1993 PhD thesis in ATWP 2011			5.6	3 to10	5.6	Meyers 1993 PhD thesis in ATWP 2011				10	4.36 to 12.25	Meyers 1993 PhD thesis in ATWP 2011							
Propithecus_verreauxi	Propithecus_verreauxi	Propithecus_verreauxi		Indridae	0	1.414946055	3.444521009		1.568483337	1.671302464	0.740362689	0.812913357	1	26.00	36	all individuals	van Woerden compilation	2783.1	386	all individuals	Brockman et al. Sifaka database in ATWP 2011		0.0	37.024		37.024		8.506	8.506	45.5		46.9	13.848	33.066	46.914	7.556	100.0	average	Norscia etal 2006, Richard 1978, 			5.5	2 to 14	5.5	Gould and Sauther 07 review, HMW vol. 3				6.5	3 to 10	Gould and Sauther 07 review							
Pygathrix_nemaeus	Pygathrix_nemaeus	Pygathrix_nemaeus	Colobinae	Cercopithecidae	0	1.977037335	3.999130541		1.40654018	1.860338007	1.190331698		1	94.85	5	all individuals	van Woerden compilation, 89 N=4 females in Lippold in press ATwo 2011	9980.0	8	fem	Lippold (Vietnam field and museum notes) in ATWP 2011		0.0	25.5		25.5		2.0	2	27.5		72.5	72.5	0.0	72.5	0.0	100.0	two studies	Lippold 1998, Pham Nat 2000 in ATWP 2011			15.5	15.5, wide range	15.5	9 Kirkpatrick 07 review,15.5  Lippold 1977 in ATWP 2011													
Pygathrix_nigripes	Pygathrix_nigripes	Pygathrix_nigripes	Colobinae	Cercopithecidae	0	1.922739372	3.948618327		1.462397998	1.73239376	1.380211242		1	83.70	6	all individuals	van Woerden compilation	8884.2	5	fem	Vu and Willis in ATWP 2011		0.0	29.0		29		14.0	14	43.0		54.0			54	3.0	100.0	single study	Hoang 2006 in ATWP 2011			24.0		24.0	Hoang 2003 in ATWP 2011													
Rhinopithecus_avunculus	Rhinopithecus_avunculus	Rhinopithecus_avunculus	Colobinae	Cercopithecidae	0		3.929418926		1.462996612	1.654032074	1.086359831	3.041392685	1					8500.0		fem	Ratajszczak 1992 in ATWP 2012		0.0	29.0	10.8	39.7975		12.4	12.38	52.2		45.1	36.0	9.1	45.085	2.7	100.0	average	diverse in ATWP 2012			12.2		12.2	diverse in ATWP 2012				1100.0		Dong 2006, in ATWP 2012							
Rhinopithecus_bieti	Rhinopithecus_bieti	Rhinopithecus_bieti	Colobinae	Cercopithecidae	0	2.059617505	3.959041392	-0.22184875	1.056904851	1.939519253	1.176091259	3.509336958	1	114.71	7	all individuals	van Woerden compilation	9100	7	fem	Kirkpatrick 1998, single males ATWP 2011		0.6	11.4	0.1	11.5		0.0	0	11.5		87.0	12.4	4.1	87.0	0.9	100.0	single study	Grueter et al. 2009, 66.9% lichens, 3.6% buds here included in leaves			15.0	band size 175-407	15.0	Kirkpatrick 07 review, Grueter et al. 2009				3231.0	956 to 5600	Grueter et al. 2008, 2500 Kirkpatrick 07 review							
Rhinopithecus_brelichi	Rhinopithecus_brelichi	Rhinopithecus_brelichi	Colobinae	Cercopithecidae	0	2.047274867							1	111.50	1	fem	van Woerden compilation																						Bleisch 1998 in ATWP 2012, strange numbers																			
Rhinopithecus_roxellana	Rhinopithecus_roxellana	Rhinopithecus_roxellana	Colobinae	Cercopithecidae	0	2.062714279	3.926102249	-0.301029996	1.171141151	1.834802054	1.079181246	3.352182518	1	115.54	9	all individuals	van Woerden compilation	8435		fem	Liu 1989, Quan 2002 in ATWP 2011		0.5	14.8	14.6	29.4		1.1	1.1	30.5		68.4	28.7	3.5	68.36	0.6	100.0	single study	Guo 2007 and Li ??? in ATWP 2011: lichens 36.12%  included in Leaves,buds 4.78% not , Bark 6.23% not included			12.0	band size 340	12.0	Kirkpatrick 07 review				2250.0	373 to 2250	2600 Kirkpatrick 07 review, 2250 Tan 2007 including transit areas, ATWP 2011							
Saguinus_bicolor	Saguinus_bicolor	Saguinus_bicolor		Callitrichidae	0	0.963787827	2.632457292		1.982723388		0.69019608	1.079181246	1	9.20	1	all individuals	van Woerden compilation	429.0	8	all individuals	Smith&Jungers 1997		0.0	96.1		96.1		0.9	0.9	97.0	3.0	0.0				0.0	100.0	single study	Egler 1992 in ATWP 2012, monthly data?			4.9	2 to 11	4.9	Vidal 2008, Bocorni de Azevedo pers comm in ATWP 2012				12.0		Egler 1992 in ATWP 2012							
Saguinus_fuscicollis	Saguinus_fuscicollis	Saguinus_fuscicollis		Callitrichidae	0	0.911782169	2.603299063	1.57921178	1.591064607		0.783456912	1.929418926	1	8.16	43	all individuals	van Woerden compilation	401.1	21	all individuals	van Woerden compilation (matching)	matching ECV	37.95	39.0	0.0	44.8	5.0		5.0	49.8	12.3	0.0	0	0	0	0.0	100.0	average	Garber 1993, Digby et al. 07 review			6.1	2 to 10	6.1	diverse ATWP 2012, 6 Digby et al. 07 review	1610.8			85.0	30 to 149	Digby et al. 07 review							
Saguinus_geoffroyi	Saguinus_geoffroyi	Saguinus_geoffroyi		Callitrichidae	0	1.003769135	2.711543621	1.595496222	1.541579244	0.602059991	0.788875116	1.417194808	1	10.09	27	all individuals	van Woerden compilation	514.7	16	all individuals	van Woerden compilation (matching)	matching ECV	39.4	34.8	1.5	36.3		0.1	0.1	36.4	14.4	4.0			4.0	5.8	100.0		Garber 1980			6.2	2 to 19	6.2	Dawson 1978, Lindsay 1980 in ATWP 2012	2061.0			26.1		Dawson 1978, Garber 1980, in ATWP 2012							
Saguinus_imperator	Saguinus_imperator	Saguinus_imperator		Callitrichidae	0	1.029383778		0.579783597	1.838849091		0.602059991	1.477121255	1	10.70	1	all individuals	van Woerden compilation						3.8	69.0		69.0	26.0		26.0	95.0	1.2					0.0	100.0	single study	HMW vol. 3			4.0	2 to 10	4.0	HMW vol. 3				30.0		HMW vol. 3							
Saguinus_inustus				Callitrichidae	0						0.77815125	1.544068044	1																													6.0	3 to 7	6.0	HMW vol. 3	961.0			35.0		HMW vol. 3							
Saguinus_labiatus	Saguinus_labiatus	Saguinus_labiatus		Callitrichidae	0	1.000509969	2.716003344	1.041392685	1.763427994			1.511883361	1	10.01	2	all individuals	van Woerden compilation	520.0	2	all individuals	van Woerden compilation (matching)	matching ECV	11.0	58.0		58.0	15.0		15.0	73.0	8.0	0.0			0.0	8.0	100.0	single study	Porter 2000 in ATWP 2012				2 to 13, 4-10		BuchananSmith 2000 in ATWP 2012, HMW vol. 3	1800.0			32.5		"Porter 2000 in ATWP 2012; 30.35 HMW vol. 3"							
Saguinus_leucopus	Saguinus_leucopus	Saguinus_leucopus		Callitrichidae	0	0.989080224	2.71572486	1.176091259			0.667452953	1.247973266	1	9.75	14	all individuals	van Woerden compilation	519.7	3	all individuals	van Woerden compilation (matching)	matching ECV	15			82		1	1	83		0			0.0	2	100	single study	Poveda 2004 in ATWP 2012, 1 bark			4.65	2 to 9	4.65	Defler 2004, Green 1978 in ATWP 2012	1585			17.7		Poveda 2004							
Saguinus_midas	Saguinus_midas	Saguinus_midas		Callitrichidae	0	0.99169416	2.728353782	1.558508573	1.748962861		0.773786445	1.565847819	1	9.81	25	all individuals	van Woerden compilation	535.0	13	all individuals	Isler et al. 2008	Gordon 2006	36.2	56.1		56.1		7.7	7.7	63.8	0.0	0.0				0.0	100.0	average	Mittermeier and van Roosmalen 1981 (Surinam), Pack 1999, Youlatos 2004			5.9	2 to 12	5.9	diverse ATWP 2012	<2000			36.8	31.1 to 42.5	Digby et al. 07 review							
Saguinus_mystax	Saguinus_mystax	Saguinus_mystax		Callitrichidae	0	1.017750191	2.763708697	1.575572687	1.725094521	-1.397940009	0.875832657	1.862897706	1	10.42	24	all individuals	van Woerden compilation	580.4	8	all individuals	van Woerden compilation (matching)	matching ECV	37.63333333	53.1		53.1	2.366666667	2.066666667	4.433333333	57.53333333	4.6	0.04	0.04	0	0.04	0.2	100.0	average	Garber, Peres in ATWP 2012 (includes S. mystax pileatus)	sleep alone		7.513333333	1 to 16	7.513333333	Castro 1991, Peres pers comm in ATWP 2012	1841.2			72.92857143	28 to 197	Castro 1991, Garber, Peres pers comm in ATWP 2012							
Saguinus_mystax_pileatus	Saguinus_pileatus	Saguinus_pileatus		Callitrichidae	0	0.985251852	2.719745493	1.093421685	1.848804701	-1.397940009	0.939519253	2.07857764	1	9.67	4	all individuals	van Woerden compilation	524.5	324	all individuals	Smith&Jungers 1997		12.4	70.6		70.6	6.2		6.2	76.8	10.4	0.04	0.04		0.04	0.4	100.0	single study	Peres 1991 in ATWP 2012			8.7		8.7	Peres 1991 in ATWP 2012	1991.0			119.8	85 to 197	Peres 1991 in ATWP 2012							
Saguinus_niger	Saguinus_niger	Saguinus_niger		Callitrichidae	0	0.960595563	2.574031268	1.189396726	1.770483809		0.77815125	1.980003372	1	9.13	10	all individuals	van Woerden compilation	375	3	all individuals	Isler et al. 2008 (matching)	matching ECV	15.46666667	58.95	0	58.95	14.15		14.15	73.1	11.46666667	0	0	0	0	0	100.0	average	Oliveira 2000, Veracini 2001 in ATWP 2012, Digby review 2007			6	2 to 8	6	Digby et al. 07 review	1109.0			95.5	35 to 156	Digby et al. 07 review, Oliveira 1996							
Saguinus_nigricollis	Saguinus_nigricollis	Saguinus_nigricollis		Callitrichidae	0	0.949390007	2.677606953				0.812913357	1.652971172	1	8.90		mean m/f, no dim	Isler et al. 2008	476.0	14	all individuals	Isler et al. 2008																		de la Torre pers comm in ATWP 2012			6.5	4 to 12	6.5	Sussman 2000	1000.0			44.975	42-56	de lat Torre 1995, Izawa 1978 in ATWP 2012							
Saguinus_oedipus	Saguinus_oedipus	Saguinus_oedipus		Callitrichidae	0	0.986678384	2.630510894				0.763427994	1.1430148	1	9.70	55	all individuals	van Woerden compilation	427.1	49	all individuals	van Woerden compilation (matching)	matching ECV																				5.8	2 to 15	5.8	Savage 1996, in ATWP 2012, 6 Digby et al. 07 review, HMW vol.3	1700.0			13.9	7.8 to 32	Neymann 1977 in ATWP 2012							
Saguinus_tripartitus	Saguinus_tripartitus	Saguinus_tripartitus		Callitrichidae	0	0.929418926		1.322219295	1.792391689		0.799340549		1	8.50	1	all individuals	van Woerden compilation						21	62		62.0	1		1	63.0	12	0			0	4	100.0		Kostrub 2003			6.3	4 to 10	6.3	HMW vol. 3													
Saimiri_boliviensis	Saimiri_boliviensis	Saimiri_boliviensis		Cebidae	0	1.332887111	2.875061263				1.73239376	2.574031268	1	21.52	27	fem	van Woerden compilation	750.0	13	fem	Isler et al. 2008	Gordon 2006, Boinski 2002?																single study	Soini 1986, 91% of plant food is fruits, 2% seeds, 6% nectar, 1% flowers!!! but also lots of insects			54.0	45 to 75	54.0	Jack 07 review				375	250-500	Boinski 2002 in ATWP 2012							
Saimiri_oerstedii	Saimiri_oerstedii	Saimiri_oerstedii		Cebidae	0	1.384467395	2.832508913				1.612783857	2.458637849	1	24.24	9	fem	van Woerden compilation	680.0	7	fem	Isler et al. 2008	Crile&Quiring 40, Schultz 41 in Smith and Jungers 1997																				41.0	35 to 65	41.0	Jack 07 review (from Wong 1990)				287.5	200 to 500	Sussman 2000							
Saimiri_sciureus	Saimiri_sciureus	Saimiri_sciureus		Cebidae	0	1.371495795	2.914238654	1.789228057	1.491361694		1.361727836	1.989004616	1	23.5	48	fem	van Woerden compilation	820.8	81	all individuals	van Woerden compilation (matching)	matching ECV	61.6	31.0		31.0		7.4	7.4	38.4		0.0			0.0	0.0	100.0	average	Lima and Ferrari 2003, Mittermeier and van Roosmalen 1981 (Surinam), Boinski 2002 in ATWP 2012			23.0	15 to 50	23.0	Jack 07 review	1500.0			97.5	33 to 250	Sussman 2000							
Saimiri_ustus				Cebidae	0								1																														38-76		HMW vol. 3, two groups													
Saimiri_vanzolinii				Cebidae	0						1.371067862	1.875061263	1																														20-50	23.5	HMW vol. 3				75.0	50 to 100	HMW vol. 3							
Sciurocheirus_alleni_cameronensis	Sciurocheirus_cameronensis	Sciurocheirus_cameronensis		Galagidae	0	0.754348336	2.42975228				0.397940009	0.381115081	0	5.68	13	all individuals	van Woerden compilation	269.0	13	all individuals	Nekaris & Bearder 2007																	single study	Pimley 2002, Cameroon from Nekaris review 2007 gives 55% fruits and 55% insects???	2.5	males alone, fem  3-6	1.5	50% of time with others	2.5	Nekaris & Bearder 07, HMW vol. 3		2.84	1.97	2.4	18.31 with MCP	Nekaris & Bearder 07, Pimley et al. 2005							
Sciurocheirus_gabonensis	Sciurocheirus_gabonensis	Sciurocheirus_gabonensis		Galagidae	0	0.728951815	2.414973348	1.397940009	1.86332286		0.397940009	1.414973348	0	5.36	7	all individuals	Isler et al. 2008	260.0	39	all individuals	Smith&Jungers 1997		25	73		73	2	0	2	75.0	0	0	0	0	0.0	0	100.0	single study	Charles-Dominique,Gabon	2.5	males usually alone, fem 2-3 plus offspring 			2.5	Nekaris & Bearder 07		40	12	26.0		Nekaris & Bearder 07							
Semnopithecus_dussumieri	Semnopithecus_dussumieri	Semnopithecus_dussumieri	Colobinae	Cercopithecidae	NA	1.945940565	4.005623736				1.466655821	2.047274867	1	88.30	6	fem	van Woerden compilation	10130	6	fem	van Woerden compilation (matching)	matching ECV																				29.3	19 to 54, 15 to 81	29.3	Kirkpatrick 07 review, range ATWP 2011				111.5	19 to 150	Kirkpatrick 07 review, range ATWP 2011							
Semnopithecus_entellus	Semnopithecus_entellus	Semnopithecus_entellus	Colobinae	Cercopithecidae	1	1.978805	4.04044196	0.477121255	1.347330015	1.737590166	1.678062905		1	95.24	4	fem	van Woerden compilation	10975.9	37	fem	ATWP 2011 diverse		3.0	22.25		22.25		8.7	8.65	30.9	1.0	54.7	8.8	40.7	65.1	10.4	100.0	two studies	Koenig 2001, Newton 1992				12.3 to 83	47.65	only range, Boggess 1980,Sugyjama 1976 in ATWP 2011 					20 to 780	Dolhinow 1972, Starin 1978 in ATWP 2011							
Semnopithecus_priam	Semnopithecus_priam	Semnopithecus_priam	Colobinae	Cercopithecidae	NA	1.87674671	3.818027842		1.653212514	1.681241237	1.482873584	2.188928484	1	75.29	7	fem	van Woerden compilation	6577	2	fem	van Woerden compilation (matching)	matching ECV	0	45		45		7	7	52.0		48	27	21	48	0	100.0	single study	Kirkpatrick 07 review			30.4		30.4	Muckenhirn 1972, Ross 1993 in ATWP 2012	402			154.5	50 to 259	Ripley 1965, in ATWP 2012							
Semnopithecus_schistaceus	Semnopithecus_schistaceus	Semnopithecus_schistaceus	Colobinae	Cercopithecidae	0	2.100805032	4.170261715	-0.301029996	1.303196057	1.781036939	1.449478399	2.677606953	1	126.13	5	fem	van Woerden compilation	14800	9	fem	Smith&Jungers 1997		0.5	20.1		20.1		7.8	7.8	27.9	0	60.4	14	46.4	60.4	11.2	100		König&Borries 2001 in ATWP 2012			28.15	12.3 to 43	28.15	diverse in ATWP 2012	839.6666667			476	135 to 1275	Kirkpatrick 07 review, and diverse in ATWP 2012							
Simias_concolor	Simias_concolor	Simias_concolor	Colobinae	Cercopithecidae	0	1.719765245	3.832508913	0.301029996	1.477121255	1.544068044	0.653212514		1	52.45	6	fem	van Woerden compilation	6800.0	3	fem	Isler et al. 2008	Willis 1995 in Smith and Jungers 1997	2	30	15	45		15	15	60.0	0	35	30	5	35	3	100.0	single study	Paciulli pers comm in ATWP 2012			4.5	1 to 8	4.5	Paciulli pers comm in ATWP 2012	700												
Symphalangus_syndactylus	Symphalangus_syndactylus	Symphalangus_syndactylus		Hylobatidae	0	2.095211054	4.052886235	0.973127854	1.610660163	1.656577291	0.55479191	1.498310554	1	124.51	64	all individuals	Isler et al. 2008	11295.0	17	all individuals	Isler et al. 2008	Smith&Jungers 1997	9.4	40.8		40.8		4.4	4.4	45.2		45.4	44.4	1.0	45.35	0.0	100.0	average	Bartlett 07 review			3.6	2 to 10	3.6	diverse in ATWP 2012	906			31.5	15 to 50	Bartlett 07 review							
Tarsius_bancanus	Tarsius_bancanus	Tarsius_bancanus		Tarsiidae	0	0.497998104	2.044254603	2			0	0.696640291	0	3.15	30	all individuals	van Woerden compilation	110.7	11	all individuals	van Woerden compilation (matching)	matching ECV	100.0	0.0		0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	100.0	average	Gursky 07, Yustin in prep in ATWP 2012	1	mother/off	1.0		1.0	Gursky 1997	930.7	7.3	2.7	5.0	0.9 to 10.24	Yustian in prep in ATWP 2012Gursky 07 (Crompton and Andau 1987 give male10, fem 7)							
Tarsius_dentatus	Tarsius_dentatus	Tarsius_dentatus		Tarsiidae	0	0.47646164		2				0.161368002	0	3.00	2	all individuals	van Woerden compilation						100.0			0			0	0.0	0.0	0.0				0.0	100.0		Merker 2007 pers comm in ATWP 2012				2 to 7		HMW vol. 3	930.0	1.8	1.6	1.5	1.1 to 1.8	HMW vol. 3							
Tarsius_lariang				Tarsiidae	0			2			0.544068044		0										100.0																			3.5	2 to 9	3.5	HMW vol. 3													
Tarsius_syrichta	Tarsius_syrichta	Tarsius_syrichta		Tarsiidae	0	0.529282664	2.11058971	2			0	0.682145076	0	3.38	10	all individuals	van Woerden compilation	129	14	all individuals	Gursky 07	Neri-Arboleda 2001 and Dagosto et al. 2001	100	0.0		0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	100.0	single study	Neri-Arboleda 2001 in ATWP 2012	1		1	mother/off	1	Gursky 1997	1325.4	6.86	2.76	4.8		Gursky 07 (Neri Arboleda 2001)							
Tarsius_tarsier	Tarsius_tarsier	Tarsius_tarsier		Tarsiidae	0	0.512489766	2.066325925	2			0.477121255	0.43055877	0	3.25	7	all individuals	van Woerden compilation	116.5	39	all individuals	Isler et al. 2008	Nietsch&Niemitz 1992, Gursky, pc in Smith and Jungers 1997	100.0	0.0		0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	100.0	single study	Gursky 1997			3	2 to 8	3.0	Gursky 1997	619.5	3.1	2.3	2.7	1.6 to 4.1	Gursky 07 (Gursky 1998a)							
Theropithecus_gelada	Theropithecus_gelada	Theropithecus_gelada	Cercopithecinae	Cercopithecidae	1	2.090693364	4.151413632	-1	0.311753861	1.972665592	2.016281025	2.657294936	1	123.22	18	fem	van Woerden compilation	14171	7	fem	van Woerden compilation (matching)	matching ECV	0.1	2.1	3.4	5.45		0.5	0.5	6.0		93.9	94.2	0.0	93.9	0.0	100.0	two studies	Dunbar 1974, Hunter 2001 in ATWP 2011, young leaves is actually grass blades, roots, seeds and herbs)	9.6	harem size	103.8	30-300 band, 3-20 reproductive unit	103.8	ATWP 2011 diverse, band size				454.3		ATWP average of diverse							
Trachypithecus_auratus	Trachypithecus_auratus	Trachypithecus_auratus	Colobinae	Cercopithecidae	0	1.796530971	3.851258349	0	1.456138197	1.715167358	1.204119983	0.985276743	1	62.59	16	fem	van Woerden compilation	7100		fem	Kool 1992 in ATWP 2011		1.0	28.6	3.8	32.39166667		9.3	9.315	41.7		51.9	45.3	6.6	51.9	5.4	100.0	four studies	Kool 1993, Vogt 2003, Kool 1989, Beckwith 1995 in ATWP 2011			16.0		16.0	Kool 1989, Vogt 2003 in ATWP 2011				9.666666667	2.5 to 17	ATWP 2011 (Kool 1989, Vogt 2003)							
Trachypithecus_barbei	Trachypithecus_barbei	Trachypithecus_barbei	Colobinae	Cercopithecidae	0			-0.22184875	1.551449998	1.595496222			1										0.6	35.6		35.6		6.4	6.4	42.0		39.4				18.0	100.0	single study	Koenig 2004 in ATWP 2012																			
Trachypithecus_cristatus	Trachypithecus_cristatus	Trachypithecus_cristatus	Colobinae	Cercopithecidae	0	1.7664272	3.782449332				1.544068044	1.35666312	1	58.40	50	fem	van Woerden compilation	6060	16	fem	van Woerden compilation (matching)	matching ECV																				35	12 to 35	35	Kirkpatrick 07 review, 11.9 Wilson and Wilson 1976, 28.8 Wolf 1984 in ATWP 2011				22.73333333	5.2 to 43	ATWP 2011, three sources							
Trachypithecus_francoisi	Trachypithecus_francoisi	Trachypithecus_francoisi	Colobinae	Cercopithecidae	0	1.908485019		-0.301029996	1.279514854	1.826506722			1	81.00	1	fem	van Woerden compilation						0.5	19.03333333	7.1	26.13333333		6.266666667	6.266666667	32.4		67.06666667	55.36666667	17.3	67.06666667	0	100.0	average	diverse in ATWP 2012																			
Trachypithecus_geei	Trachypithecus_geei	Trachypithecus_geei	Colobinae	Cercopithecidae	0	1.910090546	3.977723605				0.944482672	1.447158031	1	81.30		"brain: m/f mean (no dim data); body: female"	Isler et al. 2008	9500	1	fem	Isler et al. 2008	Willis 1995 in Smith and Jungers 1997																				8.8	7 to 11	8.8	Kirkpatrick 07 review, 7.9 Biswas unpublished dissertation 2002 in ATWP 2011				28		Biswas unpublished dissertation 2002 in ATWP 2011							
Trachypithecus_johnii	Trachypithecus_johnii	Trachypithecus_johnii	Colobinae	Cercopithecidae	0	1.892094603	4.049218023	0.11058971	1.391405632	1.687677565	1.07465974	1.810949028	1	78.00	3	fem	van Woerden compilation	11200	3	fem	Isler et al. 2008	Willis 1995 in Smith and Jungers 1997	1.29	24.62666667	18.01	42.63666667		6.483333333	6.483333333	49.1	0.91	48.71666667	38.87	9.846666667	48.71666667	0	100.0	three studies	Oates 1980, Ram unpublished, Sunderraj 2000 in ATWP 2011			11.87571429	3 to 25	11.87571429	ATWP 2011, diverse				64.70666667	24 to 250	Kirkpatrick 07 review, and ATWP 2011 for Ram pers observation							
Trachypithecus_obscurus	Trachypithecus_obscurus	Trachypithecus_obscurus	Colobinae	Cercopithecidae	0	1.773076955	3.830253535	-0.602059991	1.57863921	1.725094521	1.130333768	1.400825697	1	59.30	31	fem	van Woerden compilation	6765	18	fem	van Woerden compilation (matching)	matching ECV	0.3	37.9	3.0	40.9		5.8	5.75	46.7		53.1	35.4	22.6	53.1	0.0	100.0	average	Kirkpatrick 07 review (Curtin 1978, MacKinnon 1980)			13.5		13.5	Bernstein 1967, Curtin 1978, MacKinnon 19080 in ATWP 2012	756.3			25.2	17 to 33	Kirkpatrick 07 review							
Trachypithecus_phayrei	Trachypithecus_phayrei	Trachypithecus_phayrei	Colobinae	Cercopithecidae	0	1.846349807	3.856245401		1.400537989	1.720985744	1.016197354	1.860338007	1	70.20	26	fem	van Woerden compilation	7182	3	fem	van Woerden compilation (matching)	matching ECV	0	25.15	22.2	47.35			0	47.4		52.6	48.5	0.1	52.6	0	100.0	average	Stanford 1988, Gupta 1994 in ATWP 2012			10.38	5 to 15	10.38	diverse in ATWP 2012				72.5		Bhattacharia 1992, Stanford 1988 in ATWP 2012							
Trachypithecus_pileatus	Trachypithecus_pileatus	Trachypithecus_pileatus	Colobinae	Cercopithecidae	0	1.988361047	3.993876915		1.414137362	1.702430536	0.921426341	1.633468456	1	97.36	11	fem	van Woerden compilation	9860.0	5	fem	Smith&Jungers 1997	Willis 1995	0	25.95	9	34.95		12.95	12.95	47.9		50.4	12.7	33.6	50.4	1.7	100.0	average	Srivastava 2007, Stanford 1991 in ATWP 2012			8.345	8 to 10	8.345	diverse in ATWP 2012, 9 Kirkpatrick 07 review	344.0			43	22 to 64	Kirkpatrick 07 review							
Trachypithecus_poliocephalus	Trachypithecus_poliocephalus	Trachypithecus_poliocephalus	Colobinae	Cercopithecidae	0		3.893206753	-0.602059991	0.832508913	1.941262909	0.81481816	1.666985718	1					7820	6	fem	Huang 2005 in ATWP 2012		0.25	6.8	0.65	7.45		1.9	1.9	9.4		87.35	77	10.35	87.35	3	100.0	average	diverse in ATWP 2012			6.528571429	1 to 18	6.528571429	diverse in ATWP 2012	1000			46.45	28 to 300	diverse in ATWP 2012							
Trachypithecus_vetulus	Trachypithecus_vetulus	Trachypithecus_vetulus	Colobinae	Cercopithecidae	NA	1.777519161	3.754654069		1.447158031	1.77815125	0.976197085	1.563742058	1	59.91	7	fem	van Woerden compilation	5684	9	fem	Hill 1934 in ATWP 2012		0.0	28.0		28		12.0	12	40.0		60.0	20.0	40.0	60	0.0	100.0	single study	Kirkpatrick 07 review (Hladik 1977)			9.5	8.5 to 11	9.5	Dela 1998, Rudran 1973 in ATWP 2012	624.0			36.6	0.9 to 14.9	Dela 1998, Rudran 1973 in ATWP 2012							
